s.no,latitude,longitude,kelp_biomass_kg_2025,kelp_biomass_kg_past_2015,Temperature ,Salinity level,Ocean Current ,Composite Score 
1358,36.95486306,-121.9812417,0,192,11.792,33.659,0.2,0.6012
1359,36.95513345,-121.9812381,0,241,19.537,36.301,0.192,0.8137
1360,36.95621213,-121.9808867,207,0,13.41,33.01,0.201,0.5809
1361,36.94917326,-121.9799697,0,221,15.622,34.722,0.258,0.7316
1362,36.94944365,-121.9799661,0,143,16.58,34.44,0.237,0.7325
1363,36.94889997,-121.9796364,0,202,9.065,34.418,0.176,0.5553
1364,36.94917036,-121.9796328,0,202,15.353,34.595,0.217,0.7024
1365,36.94944075,-121.9796292,0,231,15.054,34.247,0.222,0.6906
1366,36.94971115,-121.9796256,0,251,12.752,36.474,0.244,0.7123
1367,36.95052232,-121.9796148,0,231,17.21,35.15,0.177,0.7323
1368,36.94862668,-121.9793032,0,133,9.869,34.296,0.242,0.6008
1369,36.94889707,-121.9792995,0,560,12.038,34.286,0.272,0.6575
1370,36.94916747,-121.9792959,0,1208,12.462,35.533,0.137,0.6295
1371,36.94943786,-121.9792923,0,1140,12.197,35.956,0.232,0.6828
1372,36.94970825,-121.9792887,0,241,13.44,35.57,0.21,0.6861
1373,36.94997864,-121.9792851,0,133,14.244,35.7,0.237,0.7186
1374,36.95024903,-121.9792815,0,192,16.542,34.411,0.202,0.7135
1375,36.95051943,-121.9792779,0,212,16.516,33.475,0.271,0.7241
1376,36.94889418,-121.9789627,0,723,17.221,34.46,0.123,0.6886
1377,36.94916457,-121.978959,0,1739,17.667,35.627,0.218,0.7735
1378,36.94943496,-121.9789554,0,1704,12.161,35.157,0.231,0.6616
1379,36.94970535,-121.9789518,0,1140,12.577,34.606,0.236,0.6582
1380,36.94997575,-121.9789482,0,713,12.897,34.69,0.143,0.6201
1381,36.95024614,-121.9789446,0,212,10.567,34.105,0.16,0.5685
1382,36.95051653,-121.978941,0,221,21.917,35.7,0.177,0.8375
1383,36.95078692,-121.9789374,0,231,12.251,34.61,0.213,0.6407
1384,36.95186849,-121.978923,0,266,15.098,32.853,0.244,0.6676
1385,36.94943206,-121.9786185,0,1612,18.056,34.588,0.238,0.7652
1386,36.94970246,-121.9786149,0,1671,16.34,34.517,0.177,0.6995
1387,36.94997285,-121.9786113,136,1322,15.741,36.017,0.186,0.7064
1388,36.95024324,-121.9786077,0,703,12.012,34.78,0.192,0.6298
1389,36.95051363,-121.9786041,0,290,9.94,34.862,0.113,0.5518
1390,36.95078403,-121.9786005,0,280,15.873,34.983,0.209,0.7184
1391,36.95105442,-121.9785969,0,221,15.176,35.258,0.211,0.7126
1392,36.95186559,-121.978586,0,183,14.07,35.345,0.19,0.6829
1393,36.95213599,-121.9785824,0,230,15.906,34.805,0.17,0.6948
1394,36.94969956,-121.978278,0,492,22.238,33.694,0.254,0.8324
1395,36.94996995,-121.9782744,0,713,11.592,33.309,0.195,0.586
1396,36.95024034,-121.9782708,0,550,12.678,33.226,0.146,0.5806
1397,36.95051073,-121.9782672,125,300,17.308,36.096,0.287,0.7909
1398,36.95078113,-121.9782636,0,251,14.488,33.61,0.209,0.6572
1399,36.95105152,-121.97826,0,221,14.451,36.122,0.243,0.7362
1400,36.95186269,-121.9782491,148,0,12.564,32.574,0.199,0.5628
1401,36.95213309,-121.9782455,172,266,19.101,33.896,0.068,0.6532
1402,36.94780391,-121.9779664,0,521,16.621,33.763,0.253,0.7242
1403,36.95023744,-121.9779339,0,742,18.872,34.628,0.233,0.7798
1404,36.95050784,-121.9779303,0,550,11.74,33.194,0.291,0.634
1405,36.95077823,-121.9779267,0,221,16.507,34.647,0.198,0.7168
1406,36.95104862,-121.9779231,0,163,14.093,35.087,0.106,0.6346
1407,36.9515894,-121.9779159,0,230,5.1,35.004,0.205,0.5153
1408,36.95213019,-121.9779086,172,0,13.039,34.461,0.206,0.6185
1409,36.95240058,-121.977905,113,0,17.848,36.467,0.25,0.7944
1410,36.95267097,-121.9779014,0,221,13.527,34.622,0.312,0.7151
1411,36.94780101,-121.9776296,0,300,13.257,34.235,0.075,0.5815
1412,36.94807141,-121.9776259,0,762,13.773,33.451,0.228,0.6487
1413,36.9483418,-121.9776223,0,231,10.664,35.816,0.206,0.6361
1414,36.94861219,-121.9776187,0,202,11.701,34.64,0.278,0.6632
1415,36.95023454,-121.977597,183,192,15.395,35.234,0.25,0.7039
1416,36.95050494,-121.9775934,136,280,18.194,35.13,0.203,0.7403
1417,36.95077533,-121.9775898,0,212,14.167,32.703,0.184,0.6157
1418,36.95104572,-121.9775862,0,182,12.898,35.738,0.12,0.6349
1419,36.9515865,-121.977579,0,230,10.703,32.993,0.264,0.5956
1420,36.95212729,-121.9775717,0,266,13.952,33.623,0.213,0.6491
1421,36.95239768,-121.9775681,160,254,11.8,34.395,0.207,0.5956
1422,36.95266807,-121.9775645,0,212,15.128,33.01,0.258,0.6788
1423,36.5797828,-121.9821681,0,231,11.245,34.453,0.255,0.6381
1424,36.58005321,-121.9821646,0,231,11.365,34.146,0.154,0.5824
1425,36.94806851,-121.9772891,0,1312,15.642,36.098,0.213,0.7437
1426,36.9483389,-121.9772854,0,1508,13.411,34.851,0.189,0.6572
1427,36.94860929,-121.9772818,0,1071,15.852,37.183,0.255,0.796
1428,36.94887968,-121.9772782,0,280,15.934,34.67,0.226,0.7203
1429,36.94915007,-121.9772746,0,172,15.042,34.664,0.213,0.6959
1430,36.95050203,-121.9772565,195,251,17.31,36.192,0.256,0.7657
1431,36.95077243,-121.9772529,125,172,11.312,34.847,0.18,0.5899
1432,36.95131321,-121.9772457,0,195,11.43,35.102,0.221,0.6407
1433,36.9515836,-121.9772421,0,230,17.59,35.247,0.134,0.7207
1434,36.95239478,-121.9772312,0,219,16.506,33.965,0.245,0.723
1435,36.95266517,-121.9772276,113,270,13.428,35.336,0.25,0.6804
1436,36.57950953,-121.9818364,0,241,15.456,33.516,0.224,0.6807
1437,36.57977994,-121.9818329,0,554,15.264,34.504,0.139,0.6593
1438,36.58005035,-121.9818293,0,545,14.833,34.052,0.188,0.664
1439,36.58032076,-121.9818258,0,177,15.915,33.26,0.18,0.6615
1440,36.9480656,-121.9769522,0,595,15.751,33.35,0.198,0.6694
1441,36.948336,-121.9769485,0,1641,17.231,35.082,0.196,0.7406
1442,36.94860639,-121.9769449,0,1214,21.249,34.746,0.205,0.815
1443,36.94887678,-121.9769413,0,1160,18.912,33.757,0.127,0.7056
1444,36.94914717,-121.9769377,0,791,11.703,36.807,0.103,0.6297
1445,36.94941756,-121.9769341,0,231,16.311,31.9,0.226,0.6584
1446,36.95049913,-121.9769196,195,172,20.744,34.231,0.211,0.7609
1447,36.95076952,-121.976916,160,182,17.599,34.571,0.157,0.6878
1448,36.95103992,-121.9769124,0,163,19.529,35.43,0.246,0.8191
1449,36.95131031,-121.9769088,0,254,12.079,33.769,0.088,0.5539
1450,36.9515807,-121.9769051,0,289,21.124,34.492,0.298,0.8528
1451,36.95185109,-121.9769015,0,230,14.573,33.721,0.181,0.6476
1452,36.95212148,-121.9768979,0,219,7.524,35.191,0.246,0.5796
1453,36.95239188,-121.9768943,0,266,10.758,35.291,0.263,0.6534
1454,36.95266227,-121.9768907,0,221,12.254,34.6,0.276,0.6719
1455,36.95293266,-121.9768871,0,163,15.425,35.423,0.263,0.7476
1456,36.57977707,-121.9814976,0,545,16.276,34.7,0.277,0.7529
1457,36.58004748,-121.981494,0,731,13.405,36.203,0.162,0.6775
1458,36.5805883,-121.9814869,0,154,15.563,33.442,0.16,0.6491
1459,36.94833309,-121.9766117,0,742,14.054,33.471,0.122,0.6019
1460,36.94860349,-121.976608,0,1071,16.581,35.113,0.106,0.684
1461,36.94887388,-121.9766044,0,1896,17.582,33.585,0.164,0.6941
1462,36.94914427,-121.9766008,0,1704,11.589,35.187,0.26,0.6657
1463,36.94941466,-121.9765972,0,560,14.217,36.208,0.238,0.7314
1464,36.94968505,-121.9765936,0,192,16.429,35.197,0.201,0.7307
1465,36.95076662,-121.9765791,148,0,9.044,35.445,0.207,0.57
1466,36.95103701,-121.9765755,125,0,9.629,34.785,0.165,0.5482
1467,36.9513074,-121.9765719,0,242,16.045,33.895,0.143,0.6616
1468,36.9515778,-121.9765682,0,301,10.04,35.982,0.221,0.6358
1469,36.95184819,-121.9765646,0,313,16.703,35.989,0.198,0.7542
1470,36.95211858,-121.976561,0,313,19.195,35.127,0.227,0.7954
1471,36.95238897,-121.9765574,113,301,14.784,34.719,0.272,0.702
1472,36.95265936,-121.9765538,113,241,17.637,34.105,0.204,0.7084
1473,36.57977421,-121.9811623,0,290,14.305,33.563,0.095,0.5954
1474,36.94833019,-121.9762748,0,772,11.913,36.276,0.145,0.6418
1475,36.94860058,-121.9762712,0,1808,15.073,35.756,0.16,0.6973
1476,36.94887097,-121.9762675,0,1876,16.758,35.427,0.254,0.7691
1477,36.94914137,-121.9762639,0,1616,11.162,35.862,0.238,0.6629
1478,36.94941176,-121.9762603,0,1111,14.569,33.882,0.101,0.6113
1479,36.94968215,-121.9762567,113,462,17.703,34.883,0.202,0.7282
1480,36.95103411,-121.9762386,0,143,17.392,33.975,0.178,0.7069
1481,36.9513045,-121.976235,148,0,12.662,33.782,0.22,0.6052
1482,36.95157489,-121.9762313,113,313,13.567,35.554,0.232,0.6793
1483,36.95184528,-121.9762277,0,313,16.398,33.91,0.288,0.7414
1484,36.95211568,-121.9762241,0,301,14.495,34.831,0.158,0.6623
1485,36.95238607,-121.9762205,0,270,13.265,35.607,0.183,0.6699
1486,36.95265646,-121.9762169,125,270,16.774,34.12,0.171,0.6733
1487,36.95292685,-121.9762132,0,241,14.321,34.405,0.255,0.6968
1488,36.58193462,-121.9807986,398,0,12.955,34.302,0.228,0.5842
1489,36.58328666,-121.9807808,125,0,17.531,32.979,0.254,0.7008
1490,36.94832728,-121.9759379,0,541,16.661,34.55,0.201,0.7189
1491,36.94859768,-121.9759343,0,1179,13.893,35.776,0.232,0.7109
1492,36.94886807,-121.9759306,0,1906,11.036,34.978,0.178,0.6086
1493,36.94913846,-121.975927,0,1945,15.837,34.707,0.122,0.6671
1494,36.94940885,-121.9759234,0,1684,11.945,37.181,0.257,0.7211
1495,36.94967924,-121.9759198,125,1729,12.802,35.093,0.251,0.6604
1496,36.94994964,-121.9759162,0,300,9.887,34.462,0.119,0.5437
1497,36.95022003,-121.9759125,0,212,19.56,33.529,0.247,0.7728
1498,36.9513016,-121.9758981,113,289,13.836,32.798,0.146,0.5725
1499,36.95157199,-121.9758944,136,461,13.838,34.713,0.267,0.677
1500,36.95184238,-121.9758908,113,313,11.418,34.517,0.172,0.5815
1501,36.95211277,-121.9758872,0,277,19.289,31.978,0.133,0.6718
1502,36.95238316,-121.9758836,0,241,14.569,34.431,0.185,0.6672
1503,36.95265355,-121.97588,0,192,8.267,34.702,0.18,0.5489
1504,36.95292395,-121.9758763,136,192,10.701,33.444,0.198,0.5497
1505,36.58166134,-121.9804668,525,0,12.344,34.952,0.14,0.5223
1506,36.94832438,-121.975601,0,492,14.094,34.604,0.099,0.6192
1507,36.94859477,-121.9755974,0,781,11.056,32.997,0.196,0.5685
1508,36.94886516,-121.9755938,0,1267,4.713,36.932,0.168,0.545
1509,36.94913555,-121.9755901,0,1071,15.085,35.101,0.193,0.6977
1510,36.94940595,-121.9755865,0,1577,12.844,36.42,0.149,0.6653
1511,36.94967634,-121.9755829,0,1557,12.157,34.207,0.156,0.6001
1512,36.94994673,-121.9755793,0,1365,19.824,33.673,0.247,0.7811
1513,36.95021712,-121.9755756,0,472,17.084,34.634,0.164,0.7108
1514,36.95156908,-121.9755575,0,508,14.098,34.962,0.175,0.6665
1515,36.95183947,-121.9755539,113,660,12.453,34.294,0.188,0.6044
1516,36.95210986,-121.9755503,0,566,17.606,34.649,0.243,0.7604
1517,36.95238026,-121.9755467,0,192,10.892,34.75,0.203,0.6125
1518,36.57814315,-121.9801778,500,0,17.721,34.941,0.208,0.6651
1519,36.57895438,-121.9801671,94,0,14.49,35.66,0.21,0.6924
1520,36.94832147,-121.9752641,0,221,12.781,34.949,0.225,0.6654
1521,36.94859186,-121.9752605,0,742,13.378,34.73,0.219,0.6685
1522,36.94886226,-121.9752569,0,1022,12.299,33.296,0.244,0.6239
1523,36.94913265,-121.9752532,0,840,7.823,33.112,0.207,0.5137
1524,36.94940304,-121.9752496,0,1547,13.775,35.925,0.19,0.6914
1525,36.94967343,-121.975246,0,1469,17.044,34.626,0.177,0.7162
1526,36.94994382,-121.9752424,0,1022,12.987,35.593,0.174,0.6598
1527,36.95021422,-121.9752388,0,1013,18.575,34.481,0.24,0.7735
1528,36.95048461,-121.9752351,0,501,11.466,34.979,0.151,0.6036
1529,36.95183657,-121.975217,0,242,13.409,35.082,0.16,0.6485
1530,36.95210696,-121.9752134,0,519,14.988,35.483,0.183,0.7005
1531,36.57705865,-121.9798568,0,443,13.642,32.787,0.257,0.6439
1532,36.57759947,-121.9798496,253,0,17.123,34.798,0.204,0.6911
1533,36.5816556,-121.9797963,525,0,11.478,34.659,0.188,0.5221
1534,36.94831856,-121.9749272,0,172,17.102,32.53,0.249,0.7007
1535,36.94858896,-121.9749236,0,654,17.338,33.701,0.246,0.7331
1536,36.94885935,-121.97492,0,860,15.977,33.158,0.146,0.6431
1537,36.94912974,-121.9749164,0,1130,15.723,35.292,0.189,0.7132
1538,36.94940013,-121.9749127,0,850,20.192,34.334,0.145,0.754
1539,36.94967052,-121.9749091,0,1003,14.002,34.523,0.207,0.6695
1540,36.94994092,-121.9749055,0,1116,15.449,33.787,0.212,0.6817
1541,36.95021131,-121.9749019,0,1205,14.143,32.267,0.252,0.6381
1542,36.9504817,-121.9748982,0,1244,16.296,32.749,0.202,0.6673
1543,36.95075209,-121.9748946,0,983,13.913,36.301,0.252,0.7347
1544,36.95102248,-121.974891,0,289,14.212,34.648,0.167,0.6568
1545,36.57624455,-121.9795322,0,384,18.457,33.375,0.293,0.7703
1546,36.94831566,-121.9745903,0,251,16.121,35.156,0.221,0.7334
1547,36.94858605,-121.9745867,0,693,12.4,34.647,0.218,0.6468
1548,36.94885644,-121.9745831,0,915,19.431,34.809,0.214,0.7858
1549,36.94912683,-121.9745795,113,1140,14.837,34.135,0.189,0.6474
1550,36.94939722,-121.9745758,0,1032,17.707,33.321,0.166,0.6908
1551,36.94966761,-121.9745722,0,752,11.481,35.828,0.221,0.6601
1552,36.94993801,-121.9745686,0,1165,9.147,33.43,0.196,0.5419
1553,36.9502084,-121.974565,0,1165,11.752,34.003,0.088,0.5531
1554,36.95047879,-121.9745613,113,811,10.356,32.562,0.104,0.4783
1555,36.95074918,-121.9745577,0,1081,15.11,32.617,0.215,0.6474
1556,36.95101957,-121.9745541,0,950,11.959,31.386,0.162,0.5317
1557,36.95128997,-121.9745505,0,277,19.04,33.555,0.207,0.7431
1558,36.57624168,-121.9791969,0,566,15.897,33.438,0.322,0.7368
1559,36.57732332,-121.9791827,0,136,11.253,35.609,0.117,0.5979
1560,36.94858314,-121.9742498,0,309,11.731,34.013,0.111,0.5646
1561,36.94885353,-121.9742462,0,713,19.393,34.12,0.224,0.7726
1562,36.94912392,-121.9742426,0,590,17.165,35.428,0.211,0.7554
1563,36.94939431,-121.9742389,113,944,14.035,33.794,0.197,0.627
1564,36.94966471,-121.9742353,0,934,15.778,34.704,0.221,0.7152
1565,36.9499351,-121.9742317,0,1263,10.893,34.606,0.049,0.5325
1566,36.95020549,-121.9742281,113,1224,12.987,34.644,0.202,0.6302
1567,36.95047588,-121.9742244,113,1391,16.912,32.719,0.246,0.6806
1568,36.95074627,-121.9742208,0,1342,6.105,33.565,0.211,0.4938
1569,36.95101666,-121.9742172,0,903,14.523,35.663,0.285,0.7472
1570,36.95128706,-121.9742136,0,903,14.807,35.803,0.244,0.7356
1571,36.95155745,-121.9742099,0,449,7.776,34.297,0.249,0.5636
1572,36.57569799,-121.9788688,0,212,16.527,33.622,0.172,0.6785
1573,36.5759684,-121.9788652,0,158,15.849,34.125,0.192,0.688
1574,36.57623881,-121.9788616,0,394,12.753,34.951,0.232,0.6681
1575,36.57650922,-121.9788581,0,182,14.97,36.317,0.26,0.7598
1576,36.57705003,-121.9788509,187,183,15.148,34.553,0.193,0.6525
1577,36.57732044,-121.9788474,0,219,20.482,33.509,0.225,0.7791
1578,36.57867249,-121.9788296,545,0,13.69,34.704,0.147,0.5426
1579,36.57921331,-121.9788225,251,0,19.66,34.107,0.145,0.6943
1580,36.94858023,-121.9739129,0,241,15.027,34.255,0.267,0.7126
1581,36.94885062,-121.9739093,0,501,13.922,33.228,0.334,0.6988
1582,36.94912101,-121.9739057,113,1052,17.624,33.874,0.254,0.7275
1583,36.9493914,-121.9739021,113,993,13.656,33.651,0.221,0.6282
1584,36.94966179,-121.9738984,148,1107,16.216,34.155,0.23,0.6886
1585,36.94993219,-121.9738948,0,875,21.655,33.132,0.255,0.8076
1586,36.95020258,-121.9738912,0,915,17.935,33.53,0.225,0.7298
1587,36.95047297,-121.9738875,125,1302,14.169,34.551,0.208,0.652
1588,36.95074336,-121.9738839,113,1420,13.388,35.531,0.212,0.6652
1589,36.95101375,-121.9738803,0,938,15.409,32.641,0.164,0.6283
1590,36.95128414,-121.9738767,0,844,14.625,34.434,0.191,0.6713
1591,36.95155454,-121.973873,0,797,16.571,34.886,0.113,0.6815
1592,36.95182493,-121.9738694,0,242,11.703,36.372,0.174,0.6546
1593,36.57542471,-121.9785371,0,177,12.298,34.215,0.281,0.6655
1594,36.57569512,-121.9785335,300,0,14.398,35.107,0.178,0.6246
1595,36.57677675,-121.9785192,0,703,18.788,33.943,0.164,0.7267
1596,36.57704716,-121.9785157,0,714,17.375,33.674,0.143,0.6818
1597,36.9491181,-121.9735688,0,1003,12.62,34.533,0.167,0.6227
1598,36.94938849,-121.9735652,0,1283,12.377,34.905,0.194,0.6409
1599,36.94965888,-121.9735615,0,983,14.165,35.723,0.249,0.7234
1600,36.94992927,-121.9735579,160,905,17.509,34.267,0.258,0.7286
1601,36.95019967,-121.9735543,160,954,7.785,33.519,0.203,0.4934
1602,36.95047006,-121.9735506,0,1371,11.194,33.307,0.203,0.5823
1603,36.95074045,-121.973547,0,1788,15.889,34.397,0.146,0.6722
1604,36.95101084,-121.9735434,0,985,16.393,33.742,0.223,0.7045
1605,36.95128123,-121.9735398,0,879,22.527,34.381,0.124,0.7903
1606,36.95155162,-121.9735361,0,313,11.76,33.106,0.255,0.6141
1607,36.95182202,-121.9735325,0,172,13.195,34.412,0.182,0.6382
1608,36.57569224,-121.9781982,248,0,15.484,33.355,0.225,0.6347
1609,36.57677388,-121.978184,0,879,13.303,35.138,0.192,0.6637
1610,36.57704429,-121.9781804,0,130,19.027,36.385,0.163,0.7916
1611,36.58380451,-121.9780913,842,0,13.859,34.091,0.205,0.5074
1612,36.94911519,-121.9732319,0,260,15.261,34.033,0.117,0.6366
1613,36.94938558,-121.9732283,160,1263,13.122,35.398,0.199,0.6421
1614,36.94965597,-121.9732246,183,1661,18.62,33.998,0.16,0.6903
1615,36.94992636,-121.973221,195,1729,17.152,35.529,0.196,0.716
1616,36.95019675,-121.9732174,195,1111,18.039,35.318,0.229,0.7446
1617,36.95046715,-121.9732138,172,1052,13.133,34.621,0.209,0.626
1618,36.95073754,-121.9732101,113,1380,19.156,34.887,0.137,0.7241
1619,36.95100793,-121.9732065,0,1044,12.267,33.607,0.231,0.6247
1620,36.95127832,-121.9732029,0,613,16.709,36.078,0.123,0.7189
1621,36.95154871,-121.9731992,0,289,12.734,33.99,0.18,0.6179
1622,36.57541896,-121.9778665,0,300,14.308,33.253,0.216,0.6482
1623,36.57568937,-121.977863,0,580,15.804,35.686,0.151,0.7054
1624,36.57595978,-121.9778594,148,182,16.239,34.054,0.169,0.6563
1625,36.57623019,-121.9778558,0,192,16.17,33.453,0.267,0.715
1626,36.5765006,-121.9778523,0,230,8.423,34.428,0.142,0.5259
1627,36.576771,-121.9778487,0,230,8.031,34.921,0.221,0.5704
1628,36.94938267,-121.9728914,125,1091,12.858,34.543,0.263,0.6539
1629,36.94965306,-121.9728877,160,1759,11.79,34.916,0.259,0.6342
1630,36.94992345,-121.9728841,207,1420,13.196,36.508,0.275,0.701
1631,36.95019384,-121.9728805,195,1189,10.069,34.071,0.234,0.5609
1632,36.95046423,-121.9728769,172,1120,10.917,34.51,0.366,0.6505
1633,36.95073462,-121.9728732,148,1333,11.079,34.059,0.216,0.5795
1634,36.95100501,-121.9728696,125,1114,17.487,34.663,0.213,0.7219
1635,36.95127541,-121.972866,0,684,15.008,35.185,0.133,0.6684
1636,36.9515458,-121.9728623,0,313,14.616,33.906,0.236,0.6804
1637,36.95181619,-121.9728587,0,277,18.424,35.04,0.23,0.78
1638,36.57541608,-121.9775313,167,290,12.933,34.561,0.188,0.6106
1639,36.57568649,-121.9775277,0,855,15.066,34.157,0.206,0.6803
1640,36.5759569,-121.9775241,0,1115,9.802,35.962,0.196,0.6183
1641,36.57622731,-121.9775206,0,1614,17.415,33.465,0.248,0.7296
1642,36.57649772,-121.977517,183,1102,18.799,33.641,0.203,0.7067
1643,36.57676813,-121.9775134,307,879,12.857,35.748,0.241,0.6411
1644,36.57703854,-121.9775099,0,219,15.462,35.788,0.178,0.7151
1645,36.57730895,-121.9775063,0,360,17.213,34.723,0.193,0.7298
1646,36.57757936,-121.9775027,0,461,22.993,34.218,0.173,0.8196
1647,36.57784977,-121.9774992,183,465,10.709,35.724,0.198,0.5991
1648,36.57812017,-121.9774956,383,368,10.862,34.858,0.112,0.5021
1649,36.57839058,-121.977492,536,407,13.861,34.596,0.197,0.5698
1650,36.57866099,-121.9774885,820,476,16.17,36.903,0.183,0.6156
1651,36.5789314,-121.9774849,817,1105,12.053,35.481,0.177,0.4974
1652,36.58163549,-121.9774493,348,0,13.133,34.696,0.183,0.584
1653,36.94937975,-121.9725545,0,1244,18.832,36.028,0.207,0.8011
1654,36.94965014,-121.9725509,160,1749,18.03,36.055,0.172,0.7405
1655,36.94992053,-121.9725472,183,1587,15.083,36.751,0.215,0.7181
1656,36.95019093,-121.9725436,195,1130,10.262,33.522,0.231,0.5494
1657,36.95046132,-121.97254,195,1052,19.258,34.751,0.077,0.6782
1658,36.95073171,-121.9725363,207,1892,16.734,35.191,0.184,0.6914
1659,36.9510021,-121.9725327,160,1333,22.863,34.481,0.236,0.8272
1660,36.95127249,-121.9725291,0,1380,18.361,33.92,0.239,0.755
1661,36.95154288,-121.9725254,0,719,17.888,34.657,0.159,0.7243
1662,36.95181327,-121.9725218,0,602,10.052,35.489,0.174,0.6004
1663,36.95208367,-121.9725182,0,212,16.975,35.027,0.189,0.7307
1664,36.57541321,-121.977196,114,0,19.042,34.025,0.089,0.6759
1665,36.57568362,-121.9771924,813,0,17.502,34.392,0.261,0.6189
1666,36.57595403,-121.9771889,0,1173,13.966,32.97,0.115,0.5837
1667,36.57622444,-121.9771853,0,1585,13.774,34.503,0.108,0.6151
1668,36.57649484,-121.9771817,0,1572,19.893,35.975,0.199,0.8164
1669,36.57676525,-121.9771782,0,2936,21.871,35.236,0.174,0.8238
1670,36.57703566,-121.9771746,0,1707,20.665,35.35,0.113,0.7726
1671,36.57730607,-121.977171,0,1949,16.672,34.282,0.314,0.769
1672,36.57757648,-121.9771675,301,1478,10.565,34.576,0.259,0.5772
1673,36.57784689,-121.9771639,0,559,15.125,32.933,0.198,0.6472
1674,36.5781173,-121.9771603,0,398,17.024,35.026,0.146,0.7103
1675,36.57838771,-121.9771568,125,496,15.373,33.296,0.206,0.6432
1676,36.57865812,-121.9771532,0,398,15.796,35.38,0.178,0.711
1677,36.57892852,-121.9771496,430,339,10.943,35.785,0.272,0.5986
1678,36.57919893,-121.9771461,990,1177,13.582,34.502,0.196,0.4819
1679,36.94964723,-121.972214,172,1322,15.175,36.453,0.259,0.7366
1680,36.94991762,-121.9722103,0,1965,13.608,34.906,0.26,0.6978
1681,36.95018801,-121.9722067,254,1371,15.99,34.778,0.257,0.695
1682,36.9504584,-121.9722031,242,1798,14.221,33.42,0.15,0.5751
1683,36.95072879,-121.9721994,207,1916,12.839,35.557,0.225,0.6452
1684,36.95099918,-121.9721958,136,1626,9.677,34.585,0.222,0.5705
1685,36.95126958,-121.9721922,0,1521,15.719,33.012,0.194,0.6586
1686,36.95153997,-121.9721885,0,790,17.264,33.084,0.257,0.7221
1687,36.95181036,-121.9721849,0,609,16.544,36.085,0.282,0.7954
1688,36.95208075,-121.9721813,0,300,11.372,33.938,0.285,0.6428
1689,36.57622156,-121.97685,0,300,15.026,34.961,0.178,0.6859
1690,36.57649197,-121.9768465,313,1008,11.521,35.287,0.203,0.5833
1691,36.57676238,-121.9768429,1624,2854,12.858,34.253,0.255,0.38
1692,36.57703278,-121.9768393,160,2172,15.087,36.467,0.275,0.7449
1693,36.57730319,-121.9768358,0,1420,17.459,36.137,0.249,0.7981
1694,36.5775736,-121.9768322,214,1949,19.539,33.3,0.022,0.6305
1695,36.57784401,-121.9768286,288,1337,12.321,35.589,0.193,0.6061
1696,36.57811442,-121.9768251,244,525,15.026,34.571,0.23,0.6594
1697,36.57838483,-121.9768215,0,584,8.192,32.746,0.186,0.5017
1698,36.5805481,-121.976793,219,242,19.873,32.356,0.231,0.7032
1699,36.58108892,-121.9767858,0,231,12.265,35.363,0.11,0.608
1700,36.58135933,-121.9767822,0,192,21.021,34.879,0.226,0.8244
1701,36.58162973,-121.9767787,750,0,10.736,33.958,0.139,0.4264
1702,36.94964431,-121.9718771,0,482,15.949,34.702,0.243,0.7298
1703,36.9499147,-121.9718734,183,1410,14.35,36.538,0.11,0.6461
1704,36.95018509,-121.9718698,242,1498,12.953,35.709,0.212,0.639
1705,36.95045548,-121.9718662,543,1665,14.685,35.469,0.189,0.602
1706,36.95072588,-121.9718625,555,2010,11.001,33.918,0.146,0.4683
1707,36.95099627,-121.9718589,195,2080,10.108,31.767,0.256,0.5151
1708,36.95126666,-121.9718553,0,1568,16.012,34.882,0.117,0.6723
1709,36.95153705,-121.9718516,0,1662,13.704,34.812,0.163,0.6487
1710,36.95180744,-121.971848,0,928,10.327,34.082,0.279,0.6227
1711,36.95207783,-121.9718444,0,580,16.324,35.702,0.15,0.7153
1712,36.95234823,-121.9718407,0,241,9.863,35.39,0.295,0.6547
1713,36.57459623,-121.9765362,0,182,14.847,33.828,0.202,0.666
1714,36.5767595,-121.9765076,230,407,10.666,34.928,0.127,0.5343
1715,36.57784113,-121.9764934,376,1013,11.924,34.207,0.327,0.6152
1716,36.58054522,-121.9764577,407,207,14.331,35.466,0.258,0.6536
1717,36.58162686,-121.9764434,0,182,14.701,36.135,0.22,0.7299
1718,36.94991178,-121.9715365,136,1195,14.03,33.974,0.214,0.6361
1719,36.95018218,-121.9715329,230,1430,16.008,34.354,0.223,0.6721
1720,36.95045257,-121.9715293,254,1606,10.498,34.974,0.272,0.6006
1721,36.95072296,-121.9715256,531,1951,12.273,34.678,0.196,0.5412
1722,36.95099335,-121.971522,266,2280,15.641,35.603,0.181,0.6685
1723,36.95126374,-121.9715184,219,2245,14.021,33.729,0.147,0.5818
1724,36.95153413,-121.9715147,172,2186,17.044,34.344,0.295,0.7378
1725,36.95180452,-121.9715111,0,1483,14.613,35.295,0.205,0.6993
1726,36.95207492,-121.9715075,0,879,16.624,33.729,0.186,0.6902
1727,36.95234531,-121.9715038,0,349,14.926,35.465,0.128,0.6714
1728,36.9526157,-121.9715002,0,202,18.293,35.756,0.224,0.7922
1729,36.57459335,-121.9762009,0,192,8.152,33.683,0.094,0.4783
1730,36.58081275,-121.9761188,207,241,15.303,34.232,0.155,0.6253
1731,36.58162398,-121.9761081,0,221,10.671,34.612,0.272,0.6394
1732,36.95017926,-121.971196,148,693,12.218,34.93,0.279,0.6549
